Code,GeoFips,GeoName,TimePeriod,CL_UNIT,UNIT_MULT,DataValue
SQGDP9-1,00000,United States,2023Q1,Millions of chained 2017 dollars,6,22439607.0
SQGDP9-1,00000,United States,2023Q2,Millions of chained 2017 dollars,6,22580499.0
SQGDP9-1,00000,United States,2023Q3,Millions of chained 2017 dollars,6,22840989.0
SQGDP9-1,00000,United States,2023Q4,Millions of chained 2017 dollars,6,23033780.0
SQGDP9-1,00000,United States,2024Q1,Millions of chained 2017 dollars,6,23082119.0
SQGDP9-1,00000,United States,2024Q2,Millions of chained 2017 dollars,6,23286508.0
SQGDP9-1,00000,United States,2024Q3,Millions of chained 2017 dollars,6,23478570.0
SQGDP9-1,00000,United States,2024Q4,Millions of chained 2017 dollars,6,23586542.0
SQGDP9-1,00000,United States,2025Q1,Millions of chained 2017 dollars,6,23548210.0
SQGDP9-1,00000,United States,2025Q2,Millions of chained 2017 dollars,6,23770976.0
SQGDP9-1,00000,United States,2025Q3,Millions of chained 2017 dollars,6,24026834.0
SQGDP9-1,00000,United States,2025Q4,Millions of chained 2017 dollars,6,24055749.0
SQGDP9-1,00000,United States,2026Q1,Millions of chained 2017 dollars,6,24180419.0
SQGDP9-1,01000,Alabama,2005Q1,Millions of chained 2017 dollars,6,195673.0
SQGDP9-1,01000,Alabama,2005Q2,Millions of chained 2017 dollars,6,197495.8
SQGDP9-1,01000,Alabama,2005Q3,Millions of chained 2017 dollars,6,196798.5
SQGDP9-1,01000,Alabama,2005Q4,Millions of chained 2017 dollars,6,199018.6
SQGDP9-1,01000,Alabama,2006Q1,Millions of chained 2017 dollars,6,199142.9
SQGDP9-1,01000,Alabama,2006Q2,Millions of chained 2017 dollars,6,200031.3
SQGDP9-1,01000,Alabama,2006Q3,Millions of chained 2017 dollars,6,199875.0
SQGDP9-1,01000,Alabama,2006Q4,Millions of chained 2017 dollars,6,200646.3
SQGDP9-1,01000,Alabama,2007Q1,Millions of chained 2017 dollars,6,199991.2
SQGDP9-1,01000,Alabama,2007Q2,Millions of chained 2017 dollars,6,201622.9
SQGDP9-1,01000,Alabama,2007Q3,Millions of chained 2017 dollars,6,203021.2
SQGDP9-1,01000,Alabama,2007Q4,Millions of chained 2017 dollars,6,203466.6
SQGDP9-1,01000,Alabama,2008Q1,Millions of chained 2017 dollars,6,202569.5
SQGDP9-1,01000,Alabama,2008Q2,Millions of chained 2017 dollars,6,203521.2
SQGDP9-1,01000,Alabama,2008Q3,Millions of chained 2017 dollars,6,201866.4
SQGDP9-1,01000,Alabama,2008Q4,Millions of chained 2017 dollars,6,195912.7
SQGDP9-1,01000,Alabama,2009Q1,Millions of chained 2017 dollars,6,193411.8
SQGDP9-1,01000,Alabama,2009Q2,Millions of chained 2017 dollars,6,193677.0
SQGDP9-1,01000,Alabama,2009Q3,Millions of chained 2017 dollars,6,194399.8
SQGDP9-1,01000,Alabama,2009Q4,Millions of chained 2017 dollars,6,195279.6
SQGDP9-1,01000,Alabama,2010Q1,Millions of chained 2017 dollars,6,195899.5
SQGDP9-1,01000,Alabama,2010Q2,Millions of chained 2017 dollars,6,198443.9
SQGDP9-1,01000,Alabama,2010Q3,Millions of chained 2017 dollars,6,202056.5
SQGDP9-1,01000,Alabama,2010Q4,Millions of chained 2017 dollars,6,201420.0
SQGDP9-1,01000,Alabama,2011Q1,Millions of chained 2017 dollars,6,199677.1
SQGDP9-1,01000,Alabama,2011Q2,Millions of chained 2017 dollars,6,200443.7
SQGDP9-1,01000,Alabama,2011Q3,Millions of chained 2017 dollars,6,201353.8
SQGDP9-1,01000,Alabama,2011Q4,Millions of chained 2017 dollars,6,204016.8
SQGDP9-1,01000,Alabama,2012Q1,Millions of chained 2017 dollars,6,204204.3
SQGDP9-1,01000,Alabama,2012Q2,Millions of chained 2017 dollars,6,205005.6
SQGDP9-1,01000,Alabama,2012Q3,Millions of chained 2017 dollars,6,202857.9
SQGDP9-1,01000,Alabama,2012Q4,Millions of chained 2017 dollars,6,202634.3
SQGDP9-1,01000,Alabama,2013Q1,Millions of chained 2017 dollars,6,207096.6
SQGDP9-1,01000,Alabama,2013Q2,Millions of chained 2017 dollars,6,206626.8
SQGDP9-1,01000,Alabama,2013Q3,Millions of chained 2017 dollars,6,207985.4
SQGDP9-1,01000,Alabama,2013Q4,Millions of chained 2017 dollars,6,206142.8
SQGDP9-1,01000,Alabama,2014Q1,Millions of chained 2017 dollars,6,203241.7
SQGDP9-1,01000,Alabama,2014Q2,Millions of chained 2017 dollars,6,205967.1
SQGDP9-1,01000,Alabama,2014Q3,Millions of chained 2017 dollars,6,207514.9
SQGDP9-1,01000,Alabama,2014Q4,Millions of chained 2017 dollars,6,207556.3
SQGDP9-1,01000,Alabama,2015Q1,Millions of chained 2017 dollars,6,206947.5
SQGDP9-1,01000,Alabama,2015Q2,Millions of chained 2017 dollars,6,208955.9
SQGDP9-1,01000,Alabama,2015Q3,Millions of chained 2017 dollars,6,210102.0
SQGDP9-1,01000,Alabama,2015Q4,Millions of chained 2017 dollars,6,209795.8
SQGDP9-1,01000,Alabama,2016Q1,Millions of chained 2017 dollars,6,211142.4
SQGDP9-1,01000,Alabama,2016Q2,Millions of chained 2017 dollars,6,212800.7
SQGDP9-1,01000,Alabama,2016Q3,Millions of chained 2017 dollars,6,213240.6
SQGDP9-1,01000,Alabama,2016Q4,Millions of chained 2017 dollars,6,214267.5
SQGDP9-1,01000,Alabama,2017Q1,Millions of chained 2017 dollars,6,215654.5
SQGDP9-1,01000,Alabama,2017Q2,Millions of chained 2017 dollars,6,215908.3
SQGDP9-1,01000,Alabama,2017Q3,Millions of chained 2017 dollars,6,216407.7
SQGDP9-1,01000,Alabama,2017Q4,Millions of chained 2017 dollars,6,218491.4
SQGDP9-1,01000,Alabama,2018Q1,Millions of chained 2017 dollars,6,220062.1
SQGDP9-1,01000,Alabama,2018Q2,Millions of chained 2017 dollars,6,220171.5
SQGDP9-1,01000,Alabama,2018Q3,Millions of chained 2017 dollars,6,220569.5
SQGDP9-1,01000,Alabama,2018Q4,Millions of chained 2017 dollars,6,222432.0
SQGDP9-1,01000,Alabama,2019Q1,Millions of chained 2017 dollars,6,223030.4
SQGDP9-1,01000,Alabama,2019Q2,Millions of chained 2017 dollars,6,224229.4
SQGDP9-1,01000,Alabama,2019Q3,Millions of chained 2017 dollars,6,226283.6
SQGDP9-1,01000,Alabama,2019Q4,Millions of chained 2017 dollars,6,227547.7
SQGDP9-1,01000,Alabama,2020Q1,Millions of chained 2017 dollars,6,226543.7
SQGDP9-1,01000,Alabama,2020Q2,Millions of chained 2017 dollars,6,209415.5
SQGDP9-1,01000,Alabama,2020Q3,Millions of chained 2017 dollars,6,228053.2
SQGDP9-1,01000,Alabama,2020Q4,Millions of chained 2017 dollars,6,228089.6
SQGDP9-1,01000,Alabama,2021Q1,Millions of chained 2017 dollars,6,232126.1
SQGDP9-1,01000,Alabama,2021Q2,Millions of chained 2017 dollars,6,233475.4
SQGDP9-1,01000,Alabama,2021Q3,Millions of chained 2017 dollars,6,233428.2
SQGDP9-1,01000,Alabama,2021Q4,Millions of chained 2017 dollars,6,236774.7
SQGDP9-1,01000,Alabama,2022Q1,Millions of chained 2017 dollars,6,236952.7
SQGDP9-1,01000,Alabama,2022Q2,Millions of chained 2017 dollars,6,238022.8
SQGDP9-1,01000,Alabama,2022Q3,Millions of chained 2017 dollars,6,240729.9
SQGDP9-1,01000,Alabama,2022Q4,Millions of chained 2017 dollars,6,243680.8
SQGDP9-1,01000,Alabama,2023Q1,Millions of chained 2017 dollars,6,245649.1
SQGDP9-1,01000,Alabama,2023Q2,Millions of chained 2017 dollars,6,246559.4
SQGDP9-1,01000,Alabama,2023Q3,Millions of chained 2017 dollars,6,248843.2
SQGDP9-1,01000,Alabama,2023Q4,Millions of chained 2017 dollars,6,252203.0
SQGDP9-1,01000,Alabama,2024Q1,Millions of chained 2017 dollars,6,251126.4
SQGDP9-1,01000,Alabama,2024Q2,Millions of chained 2017 dollars,6,254622.8
SQGDP9-1,01000,Alabama,2024Q3,Millions of chained 2017 dollars,6,257762.3
SQGDP9-1,01000,Alabama,2024Q4,Millions of chained 2017 dollars,6,259006.2
SQGDP9-1,01000,Alabama,2025Q1,Millions of chained 2017 dollars,6,258551.4
SQGDP9-1,01000,Alabama,2025Q2,Millions of chained 2017 dollars,6,259350.5
SQGDP9-1,01000,Alabama,2025Q3,Millions of chained 2017 dollars,6,262323.1
SQGDP9-1,01000,Alabama,2025Q4,Millions of chained 2017 dollars,6,262366.9
SQGDP9-1,01000,Alabama,2026Q1,Millions of chained 2017 dollars,6,263952.7
SQGDP9-1,02000,Alaska,2005Q1,Millions of chained 2017 dollars,6,44023.9
SQGDP9-1,02000,Alaska,2005Q2,Millions of chained 2017 dollars,6,44542.3
SQGDP9-1,02000,Alaska,2005Q3,Millions of chained 2017 dollars,6,44267.3
SQGDP9-1,02000,Alaska,2005Q4,Millions of chained 2017 dollars,6,44793.8
SQGDP9-1,02000,Alaska,2006Q1,Millions of chained 2017 dollars,6,45815.9
SQGDP9-1,02000,Alaska,2006Q2,Millions of chained 2017 dollars,6,47205.1
SQGDP9-1,02000,Alaska,2006Q3,Millions of chained 2017 dollars,6,47812.7
SQGDP9-1,02000,Alaska,2006Q4,Millions of chained 2017 dollars,6,49351.2
SQGDP9-1,02000,Alaska,2007Q1,Millions of chained 2017 dollars,6,49737.7
SQGDP9-1,02000,Alaska,2007Q2,Millions of chained 2017 dollars,6,50520.8
SQGDP9-1,02000,Alaska,2007Q3,Millions of chained 2017 dollars,6,50563.9
SQGDP9-1,02000,Alaska,2007Q4,Millions of chained 2017 dollars,6,49684.7
SQGDP9-1,02000,Alaska,2008Q1,Millions of chained 2017 dollars,6,48550.1
SQGDP9-1,02000,Alaska,2008Q2,Millions of chained 2017 dollars,6,47477.7
SQGDP9-1,02000,Alaska,2008Q3,Millions of chained 2017 dollars,6,49548.0
SQGDP9-1,02000,Alaska,2008Q4,Millions of chained 2017 dollars,6,54130.5
SQGDP9-1,02000,Alaska,2009Q1,Millions of chained 2017 dollars,6,56280.9
SQGDP9-1,02000,Alaska,2009Q2,Millions of chained 2017 dollars,6,55535.4
SQGDP9-1,02000,Alaska,2009Q3,Millions of chained 2017 dollars,6,54243.0
SQGDP9-1,02000,Alaska,2009Q4,Millions of chained 2017 dollars,6,53748.5
SQGDP9-1,02000,Alaska,2010Q1,Millions of chained 2017 dollars,6,52420.4
SQGDP9-1,02000,Alaska,2010Q2,Millions of chained 2017 dollars,6,53799.5
SQGDP9-1,02000,Alaska,2010Q3,Millions of chained 2017 dollars,6,54367.7
SQGDP9-1,02000,Alaska,2010Q4,Millions of chained 2017 dollars,6,54020.4
SQGDP9-1,02000,Alaska,2011Q1,Millions of chained 2017 dollars,6,52334.2
SQGDP9-1,02000,Alaska,2011Q2,Millions of chained 2017 dollars,6,53339.0
SQGDP9-1,02000,Alaska,2011Q3,Millions of chained 2017 dollars,6,54149.9
SQGDP9-1,02000,Alaska,2011Q4,Millions of chained 2017 dollars,6,56358.6
SQGDP9-1,02000,Alaska,2012Q1,Millions of chained 2017 dollars,6,56280.5
SQGDP9-1,02000,Alaska,2012Q2,Millions of chained 2017 dollars,6,57869.0
SQGDP9-1,02000,Alaska,2012Q3,Millions of chained 2017 dollars,6,57662.9
SQGDP9-1,02000,Alaska,2012Q4,Millions of chained 2017 dollars,6,56537.0
SQGDP9-1,02000,Alaska,2013Q1,Millions of chained 2017 dollars,6,56001.0
SQGDP9-1,02000,Alaska,2013Q2,Millions of chained 2017 dollars,6,54089.9
SQGDP9-1,02000,Alaska,2013Q3,Millions of chained 2017 dollars,6,54509.0
SQGDP9-1,02000,Alaska,2013Q4,Millions of chained 2017 dollars,6,53910.7
SQGDP9-1,02000,Alaska,2014Q1,Millions of chained 2017 dollars,6,53151.3
SQGDP9-1,02000,Alaska,2014Q2,Millions of chained 2017 dollars,6,53151.8
SQGDP9-1,02000,Alaska,2014Q3,Millions of chained 2017 dollars,6,53275.8
SQGDP9-1,02000,Alaska,2014Q4,Millions of chained 2017 dollars,6,53634.1
SQGDP9-1,02000,Alaska,2015Q1,Millions of chained 2017 dollars,6,54065.0
SQGDP9-1,02000,Alaska,2015Q2,Millions of chained 2017 dollars,6,53539.8
SQGDP9-1,02000,Alaska,2015Q3,Millions of chained 2017 dollars,6,53509.2
SQGDP9-1,02000,Alaska,2015Q4,Millions of chained 2017 dollars,6,53610.5
SQGDP9-1,02000,Alaska,2016Q1,Millions of chained 2017 dollars,6,54055.6
SQGDP9-1,02000,Alaska,2016Q2,Millions of chained 2017 dollars,6,53431.1
SQGDP9-1,02000,Alaska,2016Q3,Millions of chained 2017 dollars,6,53174.9
SQGDP9-1,02000,Alaska,2016Q4,Millions of chained 2017 dollars,6,53193.8
SQGDP9-1,02000,Alaska,2017Q1,Millions of chained 2017 dollars,6,53407.3
SQGDP9-1,02000,Alaska,2017Q2,Millions of chained 2017 dollars,6,53436.0
SQGDP9-1,02000,Alaska,2017Q3,Millions of chained 2017 dollars,6,54001.1
SQGDP9-1,02000,Alaska,2017Q4,Millions of chained 2017 dollars,6,53359.2
SQGDP9-1,02000,Alaska,2018Q1,Millions of chained 2017 dollars,6,52891.0
SQGDP9-1,02000,Alaska,2018Q2,Millions of chained 2017 dollars,6,52440.5
SQGDP9-1,02000,Alaska,2018Q3,Millions of chained 2017 dollars,6,52378.3
SQGDP9-1,02000,Alaska,2018Q4,Millions of chained 2017 dollars,6,52208.4
SQGDP9-1,02000,Alaska,2019Q1,Millions of chained 2017 dollars,6,51848.1
SQGDP9-1,02000,Alaska,2019Q2,Millions of chained 2017 dollars,6,51864.3
SQGDP9-1,02000,Alaska,2019Q3,Millions of chained 2017 dollars,6,52977.9
SQGDP9-1,02000,Alaska,2019Q4,Millions of chained 2017 dollars,6,52819.7
SQGDP9-1,02000,Alaska,2020Q1,Millions of chained 2017 dollars,6,52677.6
SQGDP9-1,02000,Alaska,2020Q2,Millions of chained 2017 dollars,6,48845.0
SQGDP9-1,02000,Alaska,2020Q3,Millions of chained 2017 dollars,6,50354.6
SQGDP9-1,02000,Alaska,2020Q4,Millions of chained 2017 dollars,6,51727.9
SQGDP9-1,02000,Alaska,2021Q1,Millions of chained 2017 dollars,6,51805.9
SQGDP9-1,02000,Alaska,2021Q2,Millions of chained 2017 dollars,6,51468.3
SQGDP9-1,02000,Alaska,2021Q3,Millions of chained 2017 dollars,6,51631.9
SQGDP9-1,02000,Alaska,2021Q4,Millions of chained 2017 dollars,6,52149.8
SQGDP9-1,02000,Alaska,2022Q1,Millions of chained 2017 dollars,6,49971.7
SQGDP9-1,02000,Alaska,2022Q2,Millions of chained 2017 dollars,6,50264.6
SQGDP9-1,02000,Alaska,2022Q3,Millions of chained 2017 dollars,6,50362.7
SQGDP9-1,02000,Alaska,2022Q4,Millions of chained 2017 dollars,6,51437.6
SQGDP9-1,02000,Alaska,2023Q1,Millions of chained 2017 dollars,6,52443.5
SQGDP9-1,02000,Alaska,2023Q2,Millions of chained 2017 dollars,6,53955.7
SQGDP9-1,02000,Alaska,2023Q3,Millions of chained 2017 dollars,6,54982.6
SQGDP9-1,02000,Alaska,2023Q4,Millions of chained 2017 dollars,6,55353.5
SQGDP9-1,02000,Alaska,2024Q1,Millions of chained 2017 dollars,6,54861.1
SQGDP9-1,02000,Alaska,2024Q2,Millions of chained 2017 dollars,6,55735.9
SQGDP9-1,02000,Alaska,2024Q3,Millions of chained 2017 dollars,6,56427.0
SQGDP9-1,02000,Alaska,2024Q4,Millions of chained 2017 dollars,6,56758.9
SQGDP9-1,02000,Alaska,2025Q1,Millions of chained 2017 dollars,6,57015.4
SQGDP9-1,02000,Alaska,2025Q2,Millions of chained 2017 dollars,6,57292.3
SQGDP9-1,02000,Alaska,2025Q3,Millions of chained 2017 dollars,6,57829.9
SQGDP9-1,02000,Alaska,2025Q4,Millions of chained 2017 dollars,6,57814.6
SQGDP9-1,02000,Alaska,2026Q1,Millions of chained 2017 dollars,6,58216.4
SQGDP9-1,04000,Arizona,2005Q1,Millions of chained 2017 dollars,6,278000.0
SQGDP9-1,04000,Arizona,2005Q2,Millions of chained 2017 dollars,6,282239.4
SQGDP9-1,04000,Arizona,2005Q3,Millions of chained 2017 dollars,6,287212.2
SQGDP9-1,04000,Arizona,2005Q4,Millions of chained 2017 dollars,6,287773.0
SQGDP9-1,04000,Arizona,2006Q1,Millions of chained 2017 dollars,6,292978.3
SQGDP9-1,04000,Arizona,2006Q2,Millions of chained 2017 dollars,6,293656.1
SQGDP9-1,04000,Arizona,2006Q3,Millions of chained 2017 dollars,6,297228.7
SQGDP9-1,04000,Arizona,2006Q4,Millions of chained 2017 dollars,6,301834.5
SQGDP9-1,04000,Arizona,2007Q1,Millions of chained 2017 dollars,6,302720.3
SQGDP9-1,04000,Arizona,2007Q2,Millions of chained 2017 dollars,6,305820.4
SQGDP9-1,04000,Arizona,2007Q3,Millions of chained 2017 dollars,6,309295.5
SQGDP9-1,04000,Arizona,2007Q4,Millions of chained 2017 dollars,6,308610.1
SQGDP9-1,04000,Arizona,2008Q1,Millions of chained 2017 dollars,6,307724.1
SQGDP9-1,04000,Arizona,2008Q2,Millions of chained 2017 dollars,6,306771.7
SQGDP9-1,04000,Arizona,2008Q3,Millions of chained 2017 dollars,6,302880.9
SQGDP9-1,04000,Arizona,2008Q4,Millions of chained 2017 dollars,6,291735.0
SQGDP9-1,04000,Arizona,2009Q1,Millions of chained 2017 dollars,6,281857.8
SQGDP9-1,04000,Arizona,2009Q2,Millions of chained 2017 dollars,6,276239.9
SQGDP9-1,04000,Arizona,2009Q3,Millions of chained 2017 dollars,6,273797.2
SQGDP9-1,04000,Arizona,2009Q4,Millions of chained 2017 dollars,6,277754.5
SQGDP9-1,04000,Arizona,2010Q1,Millions of chained 2017 dollars,6,276732.1
SQGDP9-1,04000,Arizona,2010Q2,Millions of chained 2017 dollars,6,280812.3
SQGDP9-1,04000,Arizona,2010Q3,Millions of chained 2017 dollars,6,284144.8
SQGDP9-1,04000,Arizona,2010Q4,Millions of chained 2017 dollars,6,287320.5
SQGDP9-1,04000,Arizona,2011Q1,Millions of chained 2017 dollars,6,287340.2
SQGDP9-1,04000,Arizona,2011Q2,Millions of chained 2017 dollars,6,288496.1
SQGDP9-1,04000,Arizona,2011Q3,Millions of chained 2017 dollars,6,289990.1
SQGDP9-1,04000,Arizona,2011Q4,Millions of chained 2017 dollars,6,295818.7
SQGDP9-1,04000,Arizona,2012Q1,Millions of chained 2017 dollars,6,296784.1
SQGDP9-1,04000,Arizona,2012Q2,Millions of chained 2017 dollars,6,297961.7
SQGDP9-1,04000,Arizona,2012Q3,Millions of chained 2017 dollars,6,296789.8
SQGDP9-1,04000,Arizona,2012Q4,Millions of chained 2017 dollars,6,296773.3
SQGDP9-1,04000,Arizona,2013Q1,Millions of chained 2017 dollars,6,298558.9
SQGDP9-1,04000,Arizona,2013Q2,Millions of chained 2017 dollars,6,297962.7
SQGDP9-1,04000,Arizona,2013Q3,Millions of chained 2017 dollars,6,298623.3
SQGDP9-1,04000,Arizona,2013Q4,Millions of chained 2017 dollars,6,300294.8
SQGDP9-1,04000,Arizona,2014Q1,Millions of chained 2017 dollars,6,299928.8
SQGDP9-1,04000,Arizona,2014Q2,Millions of chained 2017 dollars,6,300804.3
SQGDP9-1,04000,Arizona,2014Q3,Millions of chained 2017 dollars,6,303144.0
SQGDP9-1,04000,Arizona,2014Q4,Millions of chained 2017 dollars,6,303007.6
SQGDP9-1,04000,Arizona,2015Q1,Millions of chained 2017 dollars,6,307062.6
SQGDP9-1,04000,Arizona,2015Q2,Millions of chained 2017 dollars,6,308498.9
SQGDP9-1,04000,Arizona,2015Q3,Millions of chained 2017 dollars,6,307658.2
SQGDP9-1,04000,Arizona,2015Q4,Millions of chained 2017 dollars,6,311111.4
SQGDP9-1,04000,Arizona,2016Q1,Millions of chained 2017 dollars,6,313558.8
SQGDP9-1,04000,Arizona,2016Q2,Millions of chained 2017 dollars,6,317531.4
SQGDP9-1,04000,Arizona,2016Q3,Millions of chained 2017 dollars,6,321787.1
SQGDP9-1,04000,Arizona,2016Q4,Millions of chained 2017 dollars,6,323156.2
SQGDP9-1,04000,Arizona,2017Q1,Millions of chained 2017 dollars,6,328167.2
SQGDP9-1,04000,Arizona,2017Q2,Millions of chained 2017 dollars,6,330126.9
SQGDP9-1,04000,Arizona,2017Q3,Millions of chained 2017 dollars,6,335744.3
SQGDP9-1,04000,Arizona,2017Q4,Millions of chained 2017 dollars,6,338357.6
SQGDP9-1,04000,Arizona,2018Q1,Millions of chained 2017 dollars,6,343718.4
SQGDP9-1,04000,Arizona,2018Q2,Millions of chained 2017 dollars,6,344708.1
SQGDP9-1,04000,Arizona,2018Q3,Millions of chained 2017 dollars,6,347777.9
SQGDP9-1,04000,Arizona,2018Q4,Millions of chained 2017 dollars,6,349388.8
SQGDP9-1,04000,Arizona,2019Q1,Millions of chained 2017 dollars,6,351655.7
SQGDP9-1,04000,Arizona,2019Q2,Millions of chained 2017 dollars,6,356260.0
SQGDP9-1,04000,Arizona,2019Q3,Millions of chained 2017 dollars,6,362967.1
SQGDP9-1,04000,Arizona,2019Q4,Millions of chained 2017 dollars,6,367424.2
SQGDP9-1,04000,Arizona,2020Q1,Millions of chained 2017 dollars,6,365408.0
SQGDP9-1,04000,Arizona,2020Q2,Millions of chained 2017 dollars,6,347345.9
SQGDP9-1,04000,Arizona,2020Q3,Millions of chained 2017 dollars,6,372526.6
